sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
1 1 LeftSmaller RTTaskAPrac Prime_1N Target_4A FJGfCIA DimJeHF Congruent left correct Normal 728.8113
1 2 LeftSmaller RTTaskAPrac Prime_6N Target_4A eIfAmlb DHgbEGd Incongruent left correct Normal 468.7449
1 3 LeftSmaller RTTaskAPrac Prime_9N Target_9N DgHLJbc gMFjfkm Congruent right correct Normal 529.728
1 4 LeftSmaller RTTaskAPrac Prime_6N Target_1N LaGceAj hdiMklf Incongruent left correct Normal 497.4295
1 5 LeftSmaller RTTaskAPrac Prime_4A Target_6A BEaKblh egmEKCF Incongruent right correct Normal 587.8714
1 6 LeftSmaller RTTaskAPrac Prime_1N Target_6N BIHJMkE EfKeALG Incongruent right correct Normal 521.7247
1 7 LeftSmaller RTTaskAPrac Prime_1A Target_4A FeCbgEi dHgBiAK Congruent left correct Normal 526.2071
1 8 LeftSmaller RTTaskAPrac Prime_1N Target_1N gdcIaGj DLljaiJ Congruent left correct Normal 528.2769
1 9 LeftSmaller RTTaskAPrac Prime_6A Target_1A KIjhbEC lDjAgfG Incongruent left correct Normal 470.542
1 10 LeftSmaller RTTaskAPrac Prime_1A Target_9N jBDMIAi EFIbDMB Incongruent right correct Normal 573.5517
1 11 LeftSmaller RTTaskAPrac Prime_9A Target_6A LcKIBEi AEfCldH Congruent right correct Normal 608.7413
1 12 LeftSmaller RTTaskAPrac Prime_6N Target_1A mCKdcbL MdkJiBH Incongruent left correct Normal 554.7522
1 13 LeftSmaller RTTaskAPrac Prime_6N Target_9N kehIidb HKIakeh Congruent right correct Normal 605.3528
1 14 LeftSmaller RTTaskAPrac Prime_4N Target_1A dLmKJgF EiaLIBb Congruent left correct Normal 457.2442
1 15 LeftSmaller RTTaskAPrac Prime_1A Target_1A gcHAiKf FCJdlEa Congruent left correct Normal 498.5514
1 16 LeftSmaller RTTaskAPrac Prime_4N Target_1N MEKdgBJ lJhLaEj Congruent left correct Normal 477.9565
1 17 LeftSmaller RTTaskAExp1 Prime_6N Target_9N dKBjJiF beDMBHF Congruent right correct Normal 461.4602
1 18 LeftSmaller RTTaskAExp1 Prime_1N Target_9N IcEehKA gbLljAE Incongruent right correct Normal 496.8604
1 19 LeftSmaller RTTaskAExp1 Prime_9N Target_4N eCIbHJf gjKCBiD Incongruent left correct Normal 529.7699
1 20 LeftSmaller RTTaskAExp1 Prime_1A Target_4N EkJHhAM hKmDifb Congruent left correct Normal 530.5774
1 21 LeftSmaller RTTaskAExp1 Prime_6A Target_1A AKaMHek HEDadMj Incongruent left correct Normal 487.9789
1 22 LeftSmaller RTTaskAExp1 Prime_6A Target_4A JBdaHjg dJILKfC Incongruent left correct Normal 596.9863
1 23 LeftSmaller RTTaskAExp1 Prime_9A Target_4A LGCdMiA BJkKHcG Incongruent left correct Normal 443.7052
1 24 LeftSmaller RTTaskAExp1 Prime_9N Target_9A KAJdEFj IBDfbKJ Congruent right correct Normal 555.0677
1 25 LeftSmaller RTTaskAExp1 Prime_6A Target_4N dicLCIK HEhJadC Incongruent left correct Normal 652.4087
1 26 LeftSmaller RTTaskAExp1 Prime_1N Target_1A HAmEbFC gHmikJd Congruent left correct Normal 419.0864
1 27 LeftSmaller RTTaskAExp1 Prime_6A Target_6N KLdifEj ImalhJf Congruent right correct Normal 586.3698
1 28 LeftSmaller RTTaskAExp1 Prime_6A Target_6A HieJFmI dKAiFbh Congruent right correct Normal 426.557
1 29 LeftSmaller RTTaskAExp1 Prime_1N Target_6N cKCEgJb jDaBhFA Incongruent right correct Normal 426.181
1 30 LeftSmaller RTTaskAExp1 Prime_4A Target_6A AfmjabJ DLhCkgf Incongruent right correct Normal 424.2079
1 31 LeftSmaller RTTaskAExp1 Prime_9A Target_1N lkhKbdB KciLFfD Incongruent left correct Normal 690.7789
1 32 LeftSmaller RTTaskAExp1 Prime_9N Target_6A ajJCekf aGMgCiL Congruent right correct Normal 586.33
1 33 LeftSmaller RTTaskAExp1 Prime_4N Target_6N hfDlEBA cjBeEHA Incongruent right correct Normal 421.4871
1 34 LeftSmaller RTTaskAExp1 Prime_1A Target_9A kaAbKhE kacelJE Incongruent right correct Normal 581.293
1 35 LeftSmaller RTTaskAExp1 Prime_6N Target_4A FJDKIhb baMemIK Incongruent left correct Normal 711.3318
1 36 LeftSmaller RTTaskAExp1 Prime_9A Target_1A eAmkKEF iHlEgbd Incongruent left correct Normal 604.2206
1 37 LeftSmaller RTTaskAExp1 Prime_9N Target_1N AHhJaiM jaDELhd Incongruent left correct Normal 512.815
1 38 LeftSmaller RTTaskAExp1 Prime_9N Target_4A eDdMAif MhfFgEL Incongruent left correct Normal 510.0054
1 39 LeftSmaller RTTaskAExp1 Prime_9N Target_9N djmCfhA kaGBbCi Congruent right correct Normal 466.0204
1 40 LeftSmaller RTTaskAExp1 Prime_6N Target_1A EgJeGlD GLeKbfA Incongruent left correct Normal 454.5591
1 41 LeftSmaller RTTaskAExp1 Prime_4A Target_9N BICkehj JEiajcm Incongruent right correct Normal 510.7168
1 42 LeftSmaller RTTaskAExp1 Prime_6N Target_9A gAHbmch KFHLBGa Congruent right correct Normal 430.633
1 43 LeftSmaller RTTaskAExp1 Prime_6N Target_6N lhiHAID KJchebD Congruent right correct Normal 646.802
1 44 LeftSmaller RTTaskAExp1 Prime_1A Target_1A FMJmHCg fcEDCeF Congruent left correct Normal 465.7957
1 45 LeftSmaller RTTaskAExp1 Prime_4N Target_4N MmFlKaD fjcGIFE Congruent right error Normal 739.5866
1 46 LeftSmaller RTTaskAExp1 Prime_1N Target_4A MjkAhgH akBLcdJ Congruent left correct Normal 546.3075
1 47 LeftSmaller RTTaskAExp1 Prime_1A Target_6A bhFcedG imKjaAI Incongruent right correct Normal 594.9884
1 48 LeftSmaller RTTaskAExp1 Prime_1N Target_9A mFJCiKj fmIHgjd Incongruent right correct Normal 501.655
1 49 LeftSmaller RTTaskAExp1 Prime_4A Target_4N CFMljea BADILbc Congruent left correct Normal 668.3248
