sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
501 1 LeftSmaller RTTaskAPrac Prime_1A Target_4N BgaGeCh dJAehGI Congruent left correct Late 1496.309
501 2 LeftSmaller RTTaskAPrac Prime_4N Target_1N kdCIGfg geFaLcI Congruent left correct Normal 788.7754
501 3 LeftSmaller RTTaskAPrac Prime_1A Target_4N ahCBkdJ mBhGbJM Congruent left correct Normal 762.1973
501 4 LeftSmaller RTTaskAPrac Prime_1N Target_9N jLHDFdI jIGdDAi Incongruent right correct Normal 647.4439
501 5 LeftSmaller RTTaskAPrac Prime_4N Target_9A iAjbFJk ecKmCli Incongruent right correct Normal 903.98
501 6 LeftSmaller RTTaskAPrac Prime_6A Target_4A BAfJMIa HLJlcea Incongruent left correct Normal 857.6992
501 7 LeftSmaller RTTaskAPrac Prime_6A Target_9A leIhDMK AklMjGC Congruent right correct Normal 629.4537
501 8 LeftSmaller RTTaskAPrac Prime_1N Target_1A dMDeiEJ jfcbLJd Congruent left correct Normal 771.2489
501 9 LeftSmaller RTTaskAPrac Prime_4N Target_4A afhGieD jaFcKbH Congruent left correct Normal 786.093
501 10 LeftSmaller RTTaskAPrac Prime_9N Target_4N MBlJAHG AKhfieC Incongruent left correct Normal 722.1564
501 11 LeftSmaller RTTaskAPrac Prime_9N Target_9A JkMeIgd FJGBejm Congruent right correct Normal 546.9409
501 12 LeftSmaller RTTaskAPrac Prime_4A Target_4N GKgaMcD kfEmCec Congruent left correct Normal 508.5633
501 13 LeftSmaller RTTaskAPrac Prime_4A Target_6N GakLIHf ehBiDbk Incongruent right correct Normal 902.7269
501 14 LeftSmaller RTTaskAPrac Prime_6N Target_1A JkLibHG eaAHcmk Incongruent left correct Normal 656.975
501 15 LeftSmaller RTTaskAPrac Prime_1N Target_1N cJAgLjM hlBImGf Congruent left correct Normal 573.7093
501 16 LeftSmaller RTTaskAPrac Prime_4N Target_4N lkJKMfh egLIbFB Congruent left correct Normal 544.4132
501 17 LeftSmaller RTTaskAPrac Prime_9N Target_6N bEcDhil eilFDgh Congruent right correct Normal 684.3476
501 18 LeftSmaller RTTaskAExp1 Prime_9A Target_6N mIMCLaB iACHcEb Congruent right correct Normal 599.7237
501 19 LeftSmaller RTTaskAExp1 Prime_6N Target_9N MJdejHF LcMAmDi Congruent right correct Normal 590.4869
501 20 LeftSmaller RTTaskAExp1 Prime_6N Target_1A fFamIEK fMBbjkl Incongruent left correct Normal 511.2143
501 21 LeftSmaller RTTaskAExp1 Prime_4A Target_6A HJLibGC ImeblcE Incongruent right correct Normal 530.1558
501 22 LeftSmaller RTTaskAExp1 Prime_6A Target_1A LcfBFai cmlfjkb Incongruent left correct Normal 511.3732
501 23 LeftSmaller RTTaskAExp1 Prime_1A Target_9N dAgDKim hLEJKGm Incongruent right correct Normal 523.8145
501 24 LeftSmaller RTTaskAExp1 Prime_1N Target_1A heDfLBE KHikBhl Congruent left correct Normal 487.8826
501 25 LeftSmaller RTTaskAExp1 Prime_4N Target_4N cKMhFAI HAmDJgG Congruent left correct Normal 693.3543
501 26 LeftSmaller RTTaskAExp1 Prime_9N Target_4N LKICMdD edlchfB Incongruent left correct Normal 872.3781
501 27 LeftSmaller RTTaskAExp1 Prime_9N Target_4A IfjcFHh mkFjhJH Incongruent left correct Normal 591.2689
501 28 LeftSmaller RTTaskAExp1 Prime_4A Target_6N DjHbFIE hbCjeDf Incongruent left error Normal 779.1544
501 29 LeftSmaller RTTaskAExp1 Prime_4A Target_6N HgEFAha acLlIkd Incongruent right correct Normal 723.5138
501 30 LeftSmaller RTTaskAExp1 Prime_4N Target_9A lcEIHKA eILDicJ Incongruent right correct Normal 574.5439
501 31 LeftSmaller RTTaskAExp1 Prime_1A Target_9A mlHdchD LejkGaf Incongruent right correct Normal 537.8649
501 32 LeftSmaller RTTaskAExp1 Prime_9N Target_1N hGadflm LkbfiMg Incongruent left correct Normal 671.4564
501 33 LeftSmaller RTTaskAExp1 Prime_1A Target_1N mBjibJf AiCBbde Congruent left correct Normal 749.4013
501 34 LeftSmaller RTTaskAExp1 Prime_1A Target_4N MCbaIJA DljaBCh Congruent left correct Normal 731.8373
501 35 LeftSmaller RTTaskAExp1 Prime_1N Target_1N BIGmbca LelbIGk Congruent left correct Normal 610.1792
