sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
201 1 LeftSmaller RTTaskAPrac Prime_1N Target_9N faIlEJM fBIHgFK Incongruent right correct Late 1007.438
201 2 LeftSmaller RTTaskAPrac Prime_1N Target_4N ILElCja eicHdkM Congruent left correct Normal 484.7644
201 3 LeftSmaller RTTaskAPrac Prime_9N Target_1A BkAJIgG hgHKjJe Incongruent left correct Normal 498.9318
201 4 LeftSmaller RTTaskAPrac Prime_1N Target_4A HlaLegd GLIKHkf Congruent left correct Normal 506.7341
201 5 LeftSmaller RTTaskAPrac Prime_1A Target_9N fmiCdIH AajIlkM Incongruent right correct Normal 530.8962
201 6 LeftSmaller RTTaskAPrac Prime_6A Target_6A bdjgHeJ AebimkK Congruent left error Normal 489.4348
201 7 LeftSmaller RTTaskAPrac Prime_1N Target_9N khdGIEf LFGIBJg Incongruent right correct Normal 471.9815
201 8 LeftSmaller RTTaskAPrac Prime_1A Target_4N IGAmBjM geBLKaD Congruent left correct Normal 481.9243
201 9 LeftSmaller RTTaskAPrac Prime_1N Target_9A aGKCeHf kejgDma Incongruent right correct Normal 520.9552
201 10 LeftSmaller RTTaskAPrac Prime_6A Target_6A gMdaAib mlgeHDb Congruent left error Normal 470.377
201 11 LeftSmaller RTTaskAPrac Prime_1N Target_1A aIHFhiL cIFdfBE Congruent left correct Normal 450.275
201 12 LeftSmaller RTTaskAPrac Prime_4N Target_6A FdeKcAC bEMdGAk Incongruent right correct Normal 517.2931
201 13 LeftSmaller RTTaskAPrac Prime_6N Target_6N LEmFiCe fAMaiBd Congruent right correct Normal 485.0178
201 14 LeftSmaller RTTaskAPrac Prime_9A Target_6N gbAjchD KhajfCg Congruent right correct Normal 390.8018
201 15 LeftSmaller RTTaskAPrac Prime_4A Target_4N DBFjHiM blMHLjG Congruent left correct Normal 601.094
201 16 LeftSmaller RTTaskAPrac Prime_6A Target_4N idMFHgK kLBmacC Incongruent left correct Normal 522.8876
201 17 LeftSmaller RTTaskAPrac Prime_9N Target_6A CgbIKac eiMDbCE Congruent right correct Normal 437.3057
201 18 LeftSmaller RTTaskAPrac Prime_6A Target_6A JBELkma bBDcGlg Congruent right correct Normal 390.4675
201 19 LeftSmaller RTTaskAPrac Prime_9N Target_9A gfFcehd fFDcHeK Congruent right correct Normal 432.888
201 20 LeftSmaller RTTaskAExp1 Prime_6A Target_9N LhHKlfc IFDGCjA Congruent right correct Normal 462.794
201 21 LeftSmaller RTTaskAExp1 Prime_4N Target_1N hemgdlK kdFAael Congruent left correct Normal 512.4877
201 22 LeftSmaller RTTaskAExp1 Prime_9A Target_4N BLbglAh dhHgFEc Incongruent left correct Normal 422.265
201 23 LeftSmaller RTTaskAExp1 Prime_1N Target_6A dMehaDl CbKchmd Incongruent left error Normal 560.538
201 24 LeftSmaller RTTaskAExp1 Prime_1A Target_4N mMjDlHc bHejLfK Congruent left correct Normal 477.1123
201 25 LeftSmaller RTTaskAExp1 Prime_6N Target_1N HMdBhif JMADelj Incongruent left correct Normal 555.624
201 26 LeftSmaller RTTaskAExp1 Prime_4N Target_9N GIJLbef JFLBKje Incongruent right correct Normal 460.6704
201 27 LeftSmaller RTTaskAExp1 Prime_4A Target_1N hcHaIjk BbGMKea Congruent left correct Normal 469.6449
201 28 LeftSmaller RTTaskAExp1 Prime_6A Target_4N FEGHBbe ECLBhAI Incongruent left correct Normal 451.7957
201 29 LeftSmaller RTTaskAExp1 Prime_6A Target_4A FeKdcjl dmieHhj Incongruent left correct Normal 660.1349
201 30 LeftSmaller RTTaskAExp1 Prime_9N Target_9N afLhKbJ DHCeldK Congruent right correct Normal 464.8709
201 31 LeftSmaller RTTaskAExp1 Prime_6A Target_9A jeChDlA glfHKAE Congruent right correct Normal 542.7634
201 32 LeftSmaller RTTaskAExp1 Prime_9N Target_4A gClFhED debDcGm Incongruent left correct Normal 501.0667
201 33 LeftSmaller RTTaskAExp1 Prime_4N Target_1A lIGKmCF jeCLEmb Congruent left correct Normal 468.2283
201 34 LeftSmaller RTTaskAExp1 Prime_6N Target_6N GCMEHKA KLIHcEG Congruent right correct Normal 581.5316
201 35 LeftSmaller RTTaskAExp1 Prime_9N Target_6A lAkfMDE fEhkmlg Congruent right correct Normal 429.9639
201 36 LeftSmaller RTTaskAExp1 Prime_4N Target_4A ifdlHBm lHiCLfI Congruent left correct Normal 439.9507
201 37 LeftSmaller RTTaskAExp1 Prime_9A Target_9A bjdDgci JGceAIF Congruent right correct Normal 450.7749
201 38 LeftSmaller RTTaskAExp1 Prime_9N Target_4N emgdDah DeAlECJ Incongruent left correct Normal 539.6521
201 39 LeftSmaller RTTaskAExp1 Prime_9N Target_9A mFDdlAB fLDCIMb Congruent right correct Normal 444.4849
201 40 LeftSmaller RTTaskAExp1 Prime_6N Target_9N GCFfBIb FlIEGCb Congruent right correct Normal 492.096
201 41 LeftSmaller RTTaskAExp1 Prime_6A Target_1A dgJkjAE FjCldkE Incongruent left correct Normal 403.1619
201 42 LeftSmaller RTTaskAExp1 Prime_6N Target_6A kifeHCB kBMgmIa Congruent right correct Normal 589.0935
201 43 LeftSmaller RTTaskAExp1 Prime_1A Target_1N BiLmJAc dHAeLEJ Congruent left correct Normal 426.6588
201 44 LeftSmaller RTTaskAExp1 Prime_1A Target_6A AEfCdHD DBmhMlb Incongruent right correct Normal 518.9337
201 45 LeftSmaller RTTaskAExp1 Prime_4N Target_9A JmeHbCj jdDABEf Incongruent right correct Normal 443.3182
