"","exp","non_directional.statistic","non_directional.p","non_directional.ci_low","non_directional.ci_high","directional_effect.statistic","directional_effect.p","directional_effect.ci_low","directional_effect.ci_high","quid_bf","pbt.low","pbt.high","pbt.MAP"
"15","Faivre et al._4_incong",0.510909090909091,0.4568,0.401,0.620818181818182,-0.000836684452011046,0.9492,-0.0315738906810634,0.0313863812728751,15.4429890915697,0,0.165009050146206,0
"16","Hurme et al_2020_Masking_Blue",0.665529411764706,0.0371,0.542117647058823,0.787647058823529,21.3022738258949,0.0154,5.47471128598876,34.4950727577086,0.0247480773320786,0,0.277461497257911,0.0712074303405573
"17","Hurme et al_2020_Masking_Red",0.568941176470588,0.1362,0.419173529411765,0.711529411764706,18.2885679473281,0.0078,7.02603824729074,29.3792982714282,0.240366009385987,0,0.153317553957278,0
"18","Hurme et al_2020_TMS_Blue",0.61,0.096,0.446425,0.766142857142857,-1.38809610980753,0.8188,-12.8627190581891,9.51413384438299,5.59175798858935,0,0.332362927342082,0.0977443609022556
"19","Hurme et al_2020_TMS_Red",0.592,0.1588,0.440923076923077,0.739846153846154,-3.04580711665119,0.7244,-20.5629242781063,12.6304193435481,2.42118657105483,0,0.355131067521623,0.109311740890688
"20","Noel et al._2020_A",0.496758620689655,0.5849,0.386551724137931,0.609931034482759,8.50729982014368,0.0268,1.53666339058193,15.540842823545,4.51198003881259,0,0.201165479433714,0.0562613430127042
"21","Noel et al._2020_AV",0.642827586206897,0.0048,0.521103448275862,0.758896551724138,19.9673156542381,8e-04,8.99263974640616,32.0109996780918,7.21191027480673e-06,0.122009803069918,0.458457803361453,0.274047186932849
"22","Noel et al._2020_V",0.594551724137931,0.0135,0.492827586206897,0.69351724137931,13.6760761081021,4e-04,6.79710840473027,21.1966157875615,0.119857016125159,0,0.242392181094013,0.0925589836660617
"23","Skora et al_2020_1",0.623459459459459,1e-04,0.526756756756757,0.715081081081081,0.0344277241481386,0.4624,-0.0538936193218408,0.124356680822658,-99999,0.00395366686388845,0.221662035234383,0.0896159317211949
"24","Skora et al_2020_2",0.532315789473684,0.2487,0.360102631578948,0.701160526315789,-0.0986421425155336,0.329,-0.287820197586634,0.0881726477553892,-99999,0,0.310023077976048,0.113573407202216
"25","Stein & van Peelen_2020_3_LOC_1",0.525085106382979,0.1857,0.46563829787234,0.584872340425532,0.04374403321418,0.4102,-0.0582862764097041,0.144052331733444,-99999,0,0.0785485386648632,0.0145576707726764
"26","Stein & van Peelen_2020_3_LOC_2",0.499170212765957,0.4194,0.436127659574468,0.562872872340425,0.224857353818014,0,0.120301949700532,0.333487501336455,-99999,0.0138795837138073,0.148262040667254,0.070548712206047
"27","Stein & van Peelen_2020_3_PAS_1",0.44563829787234,0.9749,0.390254787234043,0.501106382978723,-0.0105485442248206,0.8328,-0.10147078412471,0.0794987875692593,-99999,0,0.041961405335132,0
"28","Stein & van Peelen_2020_3_PAS_2",0.591659574468085,4e-04,0.532617021276596,0.650021276595745,-0.27250773351548,0,-0.383175929689706,-0.161307177664084,-99999,0.0138795837138073,0.148262040667254,0.070548712206047
"29","Stein & van Peelen_2020_4b_1",0.49264,0.4763,0.41648,0.569801,0.0205708383273483,0.7132,-0.0868199236551266,0.13453503352067,-99999,0,0.130252715403088,0.0315789473684211
"30","Zerweck et al_2021_2_20",0.4287,0.8579,0.3165975,0.5479025,-2.60660166666667,0.553,-10.6704870416667,5.68600551041667,8.10620275308659,0,0.181131699780963,0
"31","Zerweck et al_2021_2_29",0.4928,0.6081,0.371,0.6136,4.69020708333334,0.38,-5.18117662499999,14.544242046875,4.57628288505179,0,0.132945911026523,0
"32","Zerweck et al_2021_2_39",0.4755,0.7149,0.3526,0.6011,1.80896666666666,0.7486,-8.31925645833333,12.8172653958333,5.53140752244445,0,0.236809400650052,0.0526315789473684
"33","Zerweck et al_2021_3_Duration_10",0.354923076923077,0.9541,0.243538461538462,0.474923076923077,-0.792982211538476,0.6674,-4.23158037409858,2.65065147836537,51.7710044848664,0,0.192636175650135,0
"34","Zerweck et al_2021_3_Duration_20",0.562727272727273,0.251,0.364363636363636,0.744909090909091,-6.62160980113634,0.1436,-14.2544502201704,1.00831671342331,4.13347759471199,0,0.31305754870395,0.0430622009569378
"35","Zerweck et al_2021_3_Duration_30",0.507166666666667,0.3537,0.370833333333333,0.645833333333333,-1.41010921703409,0.6566,-7.06395363992854,4.82264340395117,22.0540264018566,0,0.205816665186551,0
"36","Zerweck et al_2021_3_Duration_40",0.620666666666667,0.0377,0.4504,0.784,11.8311587011466,0.0052,5.0425707708232,18.7378339048772,0.00507130745216976,0.0963763748186194,0.551065855812497,0.298245614035088
