sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
601 1 LeftLarger RTTaskAPrac Prime_4A Target_4N DMIKlJH abFLjcM Congruent right correct Late 1459.818
601 2 LeftLarger RTTaskAPrac Prime_9N Target_1N IKEjcgH BlcjiCI Incongruent right correct Late 1064.473
601 3 LeftLarger RTTaskAPrac Prime_1A Target_9A JDdhgek MijgDFd Incongruent left correct Late 1005.096
601 4 LeftLarger RTTaskAPrac Prime_6N Target_6A mhbGIAf bGiIfem Congruent left correct Late 1323.413
601 5 LeftLarger RTTaskAPrac Prime_4N Target_1A GgCkDKa gmlahLc Congruent right correct Normal 677.1187
601 6 LeftLarger RTTaskAPrac Prime_9N Target_1N jIbJkGa CmbKhjJ Incongruent right correct Normal 641.6405
601 7 LeftLarger RTTaskAPrac Prime_9N Target_4N AHEaCdh kDdIcGH Incongruent right correct Normal 945.8129
601 8 LeftLarger RTTaskAPrac Prime_6N Target_9A dheDkmi GDIBCbA Congruent left correct Normal 570.5021
601 9 LeftLarger RTTaskAPrac Prime_6A Target_4N HaKihFG eiChHgj Incongruent right correct Normal 943.0598
601 10 LeftLarger RTTaskAPrac Prime_6A Target_9N bAKlGjF jhgiGaK Congruent left correct Normal 719.6949
601 11 LeftLarger RTTaskAPrac Prime_4A Target_4N jMblaKJ DgmCkIe Congruent right correct Normal 800.0234
601 12 LeftLarger RTTaskAPrac Prime_6N Target_1A LHadDCl igMAIfk Incongruent right correct Normal 611.0681
601 13 LeftLarger RTTaskAPrac Prime_6A Target_4A cAjMbLH khdmgiK Incongruent right correct Normal 557.9751
601 14 LeftLarger RTTaskAPrac Prime_4A Target_6N HeEglMf dGjBKFa Incongruent right error Normal 736.3117
601 15 LeftLarger RTTaskAPrac Prime_4A Target_6N KEbcDFA bJdaMAF Incongruent left correct Late 1455.206
601 16 LeftLarger RTTaskAPrac Prime_9N Target_1A FjCEIgK JCHfeGd Incongruent right correct Normal 638.3008
601 17 LeftLarger RTTaskAPrac Prime_1A Target_9A agbJBIF cCBDhJL Incongruent left correct Normal 694.799
601 18 LeftLarger RTTaskAPrac Prime_4A Target_6N eGHCBfM egFMaCH Incongruent left correct Late 1683.081
601 19 LeftLarger RTTaskAPrac Prime_6N Target_6A bhfgdcE ICJekal Congruent left correct Normal 687.2463
601 20 LeftLarger RTTaskAPrac Prime_4N Target_9A JAKDLhM bdjDaEk Incongruent left correct Normal 500.6183
601 21 LeftLarger RTTaskAPrac Prime_4N Target_4A GildLac dLhEDKm Congruent right correct Normal 886.4149
601 22 LeftLarger RTTaskAPrac Prime_4A Target_6N GDhBCKE eFMBfgK Incongruent left correct Normal 630.6053
601 23 LeftLarger RTTaskAPrac Prime_1A Target_9N MbeGHhJ HbCcEeK Incongruent left correct Normal 611.2521
601 24 LeftLarger RTTaskAExp1 Prime_1A Target_1N DhMKkGI mEGgIdb Congruent right correct Normal 608.1588
601 25 LeftLarger RTTaskAExp1 Prime_4A Target_1N EBIcLmd ghiGlcD Congruent right correct Normal 456.7181
601 26 LeftLarger RTTaskAExp1 Prime_6A Target_6A fcaMelH icLdHfe Congruent left correct Normal 525.7528
601 27 LeftLarger RTTaskAExp1 Prime_6N Target_9N lBdfaDh ifbLlAC Congruent left correct Normal 594.5499
601 28 LeftLarger RTTaskAExp1 Prime_1N Target_1A kDheLJB GHMiJbC Congruent right correct Normal 450.2127
601 29 LeftLarger RTTaskAExp1 Prime_1A Target_9A LbeCGcI IHAJdFE Incongruent left correct Normal 648.3796
601 30 LeftLarger RTTaskAExp1 Prime_1N Target_6A ClDeGka JLbhKFk Incongruent left correct Normal 963.1742
601 31 LeftLarger RTTaskAExp1 Prime_6A Target_6N ImJajDF bIDhaAl Congruent left correct Normal 513.5985
601 32 LeftLarger RTTaskAExp1 Prime_9A Target_9A lJkhIMH KJkAHmh Congruent left correct Normal 502.1831
601 33 LeftLarger RTTaskAExp1 Prime_4N Target_4A bJHcBkd JCFIhiG Congruent right correct Normal 639.5536
601 34 LeftLarger RTTaskAExp1 Prime_9A Target_1N LEaedDA JdbDmcK Incongruent right correct Normal 638.0889
601 35 LeftLarger RTTaskAExp1 Prime_4N Target_6N KblfjMD fgBhiHl Incongruent left correct Normal 539.003
601 36 LeftLarger RTTaskAExp1 Prime_4A Target_9N djlFBhi BDFhgck Incongruent left correct Normal 587.1811
601 37 LeftLarger RTTaskAExp1 Prime_1N Target_9A eFmjGbK faHcMJl Incongruent left correct Normal 508.2142
601 38 LeftLarger RTTaskAExp1 Prime_9A Target_6A Cagkhld fhJCKiB Congruent left correct Normal 568.218
601 39 LeftLarger RTTaskAExp1 Prime_9A Target_6N LAhMjDF aAkmJBh Congruent left correct Normal 570.1847
601 40 LeftLarger RTTaskAExp1 Prime_4N Target_9N IhMgDFm bIHkhdC Incongruent left correct Normal 561.7195
601 41 LeftLarger RTTaskAExp1 Prime_4N Target_1N HCEfmKA IgFmKba Congruent right correct Normal 612.0408
601 42 LeftLarger RTTaskAExp1 Prime_1A Target_4A feFLjAk dhkBIDa Congruent right correct Normal 972.87
601 43 LeftLarger RTTaskAExp1 Prime_4A Target_4N eiclKaM JhDjiCf Congruent right correct Normal 945.987
601 44 LeftLarger RTTaskAExp1 Prime_1N Target_6N LMhiIBm CBMjfdH Incongruent left correct Normal 720.1895
601 45 LeftLarger RTTaskAExp1 Prime_1N Target_1N jBdcaHb lHadeDB Congruent right correct Normal 522.6544
601 46 LeftLarger RTTaskAExp1 Prime_6A Target_9A keKaEfc iHKGIdl Congruent left correct Normal 551.3779
601 47 LeftLarger RTTaskAExp1 Prime_6N Target_4N imldkHK bILMcCk Incongruent right correct Normal 883.6509
601 48 LeftLarger RTTaskAExp1 Prime_6N Target_1N cJhlgGd cEdFeKI Incongruent right correct Normal 604.4592
601 49 LeftLarger RTTaskAExp1 Prime_6A Target_9N bkCHBhc MBmeIjL Congruent left correct Normal 480.6572
601 50 LeftLarger RTTaskAExp1 Prime_6N Target_6A HdICDhK gJmGafk Congruent left correct Normal 814.4997
601 51 LeftLarger RTTaskAExp1 Prime_1N Target_4N AEmGHaf IjcFlMb Congruent right correct Late 1071.209
601 52 LeftLarger RTTaskAExp1 Prime_9N Target_1N jfbKmGD BKDEbGi Incongruent right correct Normal 528.0466
601 53 LeftLarger RTTaskAExp1 Prime_6N Target_1A iIFAKLJ IFjicdm Incongruent right correct Normal 432.7051
601 54 LeftLarger RTTaskAExp1 Prime_6A Target_4N HIbidBc ALdfMgK Incongruent right correct Late 1055.617
601 55 LeftLarger RTTaskAExp1 Prime_9N Target_6N FgmJkfc feLbKEm Congruent left correct Normal 797.1899
601 56 LeftLarger RTTaskAExp1 Prime_4N Target_9A KJdMFml fekAgDJ Incongruent left correct Normal 549.1242
601 57 LeftLarger RTTaskAExp1 Prime_9A Target_9N HkEDMfa IikaJBL Congruent left correct Normal 694.4078
