sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
701 1 LeftSmaller RTTaskAPrac Prime_1A Target_9N KihEjBa hCGlgHe Incongruent left error Normal 945.1745
701 2 LeftSmaller RTTaskAPrac Prime_1N Target_1N GFfILhl cJjLBhM Congruent left correct Normal 650.4958
701 3 LeftSmaller RTTaskAPrac Prime_4A Target_1N CjcHAId FhKbGEg Congruent left correct Normal 516.9175
701 4 LeftSmaller RTTaskAPrac Prime_4A Target_9A cFdhalD gmHcFkD Incongruent right correct Normal 542.3052
701 5 LeftSmaller RTTaskAPrac Prime_9A Target_9A agICMfJ BbhlaFL Congruent right correct Normal 507.3601
701 6 LeftSmaller RTTaskAPrac Prime_6A Target_9A klEBCFL LJKahij Congruent right correct Normal 464.8516
701 7 LeftSmaller RTTaskAPrac Prime_4A Target_6N lkILcgi HCidcbm Incongruent right correct Normal 755.5798
701 8 LeftSmaller RTTaskAPrac Prime_4N Target_9A ibaFHfh HGalLEi Incongruent right correct Normal 524.8619
701 9 LeftSmaller RTTaskAPrac Prime_4N Target_1N ljCiJdE EJcfBbi Congruent left correct Normal 452.898
701 10 LeftSmaller RTTaskAPrac Prime_4N Target_4N jimbCAM leJMDHA Congruent right error Normal 817.5483
701 11 LeftSmaller RTTaskAPrac Prime_4N Target_1A BDdcafg hHcljIG Congruent left correct Normal 466
701 12 LeftSmaller RTTaskAPrac Prime_4N Target_4N bjdKFAM iDjfaGm Congruent left correct Late 1039.73
701 13 LeftSmaller RTTaskAPrac Prime_1A Target_1A FKgJkbm HjFagMB Congruent left correct Normal 491.2134
701 14 LeftSmaller RTTaskAPrac Prime_4N Target_4N ajmKgCD EjbklIM Congruent left correct Normal 605.0389
701 15 LeftSmaller RTTaskAPrac Prime_1N Target_1A CIHeLjm bmiIGHK Congruent left correct Normal 362.8294
701 16 LeftSmaller RTTaskAPrac Prime_1A Target_9N cbIefDF bmLlaIM Incongruent right correct Normal 479.7064
701 17 LeftSmaller RTTaskAPrac Prime_1N Target_9N hFIaDiJ CFieEcd Incongruent right correct Normal 522.8439
701 18 LeftSmaller RTTaskAPrac Prime_6A Target_1N GjBHfIg mkdgaMf Incongruent left correct Normal 439.2956
701 19 LeftSmaller RTTaskAPrac Prime_6A Target_4A MlKGCjB cmJbdHg Incongruent left correct Normal 465.7314
701 20 LeftSmaller RTTaskAExp1 Prime_4A Target_9A FHmlgJh IgEAfDC Incongruent right correct Normal 632.5966
